City,Country code,Lat,Lon,timezone,Clouds,Precipitation,Pressure,Sea Level Pressure,Relative Humidity,Temperature,Apparent Temperature,Dew Point,UV Index,Visibility,Wind Speed,Wind Gust Speed,Wind Direction,Solar Radiation,Local Time,UTC Time
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,95,0.75,1014,1014,95,25.1,26.2,24.3,0.0,10.0,0.66,1.6,358,0,2022-10-09 03:00:00,2022-10-08T20:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,100,1.5,1013,1014,95,25.2,26.3,24.3,0.0,10.0,1.0,2.0,270,0,2022-10-09 04:00:00,2022-10-08T21:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,91,1.5,1014,1015,92,25.3,26.3,23.9,0.0,10.0,1.33,2.4,285,0,2022-10-09 05:00:00,2022-10-08T22:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,83,1.5,1014,1015,90,25.4,26.3,23.6,0.6,10.0,1.66,3.2,305,17,2022-10-09 06:00:00,2022-10-08T23:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,75,0.75,1015,1016,87,25.5,26.4,23.2,0.7,10.0,2.0,3.6,320,128,2022-10-09 07:00:00,2022-10-09T00:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,75,1.0,1015,1016,84,25.9,26.7,23.0,1.0,10.0,2.33,4.4,230,271,2022-10-09 08:00:00,2022-10-09T01:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,75,0.25,1016,1017,81,26.3,27.1,22.8,1.6,10.0,2.66,4.4,140,399,2022-10-09 09:00:00,2022-10-09T02:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,75,0.0,1017,1017,79,26.7,29.0,22.8,2.3,10.0,3.0,5.2,50,496,2022-10-09 10:00:00,2022-10-09T03:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,83,0.0,1016,1017,77,27.0,29.4,22.6,3.3,10.0,3.0,6.8,140,424,2022-10-09 11:00:00,2022-10-09T04:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,91,0.0,1015,1016,76,27.2,29.8,22.6,3.0,10.0,3.0,9.2,230,266,2022-10-09 12:00:00,2022-10-09T05:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,100,0.0,1015,1016,75,27.5,30.3,22.7,3.0,10.0,3.0,11.2,320,149,2022-10-09 13:00:00,2022-10-09T06:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,91,0.0,1015,1016,72,27.2,29.3,21.7,2.1,10.0,3.66,11.2,335,215,2022-10-09 14:00:00,2022-10-09T07:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,83,0.5,1014,1015,70,26.8,28.6,20.9,1.4,10.0,4.33,8.8,345,260,2022-10-09 15:00:00,2022-10-09T08:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,75,0.0,1014,1015,67,26.5,27.0,19.9,0.8,10.0,5.0,9.6,360,199,2022-10-09 16:00:00,2022-10-09T09:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,75,0.0,1015,1016,64,25.7,26.0,18.3,0.7,10.0,5.0,9.2,345,57,2022-10-09 17:00:00,2022-10-09T10:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,75,0.0,1016,1017,61,24.8,25.0,16.8,0.0,10.0,5.0,8.4,335,0,2022-10-09 18:00:00,2022-10-09T11:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,75,0.0,1017,1018,59,24.0,24.0,15.5,0.0,10.0,5.0,13.9,320,0,2022-10-09 19:00:00,2022-10-09T12:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,83,0.0,1018,1019,59,23.9,23.9,15.4,0.0,10.0,4.0,7.2,335,0,2022-10-09 20:00:00,2022-10-09T13:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,91,0.0,1019,1020,59,23.8,23.8,15.3,0.0,10.0,3.0,6.8,345,0,2022-10-09 21:00:00,2022-10-09T14:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,100,0.0,1021,1022,60,23.7,23.7,15.5,0.0,10.0,2.0,7.2,360,0,2022-10-09 22:00:00,2022-10-09T15:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,100,0.0,1020,1021,60,23.6,23.6,15.4,0.0,10.0,2.0,7.6,345,0,2022-10-09 23:00:00,2022-10-09T16:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,100,0.0,1020,1021,60,23.6,23.5,15.3,0.0,10.0,2.0,7.2,335,0,2022-10-10 00:00:00,2022-10-09T17:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,100,0.0,1020,1021,60,23.5,23.5,15.3,0.0,10.0,2.0,7.2,320,0,2022-10-10 01:00:00,2022-10-09T18:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,100,0.0,1020,1021,60,23.2,23.2,15.0,0.0,10.0,2.0,8.0,335,0,2022-10-10 02:00:00,2022-10-09T19:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,100,0.0,1020,1021,60,23.0,22.9,14.8,0.0,10.0,2.0,8.0,345,0,2022-10-10 03:00:00,2022-10-09T20:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,100,0.0,1020,1021,60,22.7,22.6,14.5,0.0,10.0,2.0,8.4,360,0,2022-10-10 04:00:00,2022-10-09T21:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,100,0.0,1020,1021,60,22.7,22.5,14.5,0.0,10.0,2.33,8.4,360,0,2022-10-10 05:00:00,2022-10-09T22:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,100,0.0,1021,1021,59,22.6,22.5,14.2,0.6,10.0,2.66,8.0,360,15,2022-10-10 06:00:00,2022-10-09T23:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,100,0.0,1021,1022,59,22.6,22.5,14.2,0.7,10.0,3.0,8.0,360,79,2022-10-10 07:00:00,2022-10-10T00:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,100,0.0,1021,1022,54,22.9,22.7,13.1,1.1,10.0,3.33,8.0,355,120,2022-10-10 08:00:00,2022-10-10T01:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,100,0.0,1021,1022,50,23.3,22.9,12.3,1.6,10.0,3.66,7.6,345,151,2022-10-10 09:00:00,2022-10-10T02:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,100,0.0,1022,1023,46,23.6,23.2,11.3,2.3,10.0,4.0,9.2,340,173,2022-10-10 10:00:00,2022-10-10T03:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,91,0.0,1021,1021,45,24.4,24.1,11.7,3.1,10.0,3.66,10.0,335,290,2022-10-10 11:00:00,2022-10-10T04:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,83,0.0,1019,1020,44,25.2,24.9,12.1,3.2,10.0,3.33,9.6,325,461,2022-10-10 12:00:00,2022-10-10T05:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,75,0.25,1018,1019,42,26.0,25.8,12.1,3.6,10.0,3.0,9.2,320,554,2022-10-10 13:00:00,2022-10-10T06:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,58,0.5,1017,1018,40,26.4,26.1,11.7,4.7,10.0,3.0,8.4,320,619,2022-10-10 14:00:00,2022-10-10T07:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,41,1.25,1017,1017,38,26.8,26.6,11.3,4.0,10.0,3.0,7.6,320,508,2022-10-10 15:00:00,2022-10-10T08:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,25,0.5,1016,1017,36,27.2,26.8,10.8,2.5,10.0,3.0,6.0,320,312,2022-10-10 16:00:00,2022-10-10T09:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,20,0.0,1016,1017,42,26.0,25.7,12.1,2.0,10.0,2.33,3.2,335,87,2022-10-10 17:00:00,2022-10-10T10:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,16,0.25,1016,1017,49,24.7,24.5,13.3,0.0,10.0,1.66,2.8,345,0,2022-10-10 18:00:00,2022-10-10T11:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,12,0.5,1017,1018,57,23.5,23.4,14.5,0.0,10.0,1.0,2.8,360,0,2022-10-10 19:00:00,2022-10-10T12:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,16,0.0,1017,1018,63,22.7,22.6,15.3,0.0,10.0,1.0,2.8,285,0,2022-10-10 20:00:00,2022-10-10T13:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,20,0.25,1018,1019,70,21.8,21.9,16.1,0.0,10.0,1.0,2.8,215,0,2022-10-10 21:00:00,2022-10-10T14:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,25,0.25,1019,1020,78,21.0,21.2,17.0,0.0,10.0,1.0,2.8,140,0,2022-10-10 22:00:00,2022-10-10T15:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,45,0.0,1019,1020,78,21.2,21.4,17.2,0.0,10.0,0.66,2.8,358,0,2022-10-10 23:00:00,2022-10-10T16:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,66,0.25,1019,1020,79,21.3,21.6,17.5,0.0,10.0,0.33,2.8,344,0,2022-10-11 00:00:00,2022-10-10T17:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,87,0.5,1019,1020,79,21.5,21.8,17.7,0.0,10.0,1.6,2.8,334,0,2022-10-11 01:00:00,2022-10-10T18:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,70,0.5,1018,1019,74,21.3,21.5,16.5,0.0,10.0,1.6,2.4,328,0,2022-10-11 02:00:00,2022-10-10T19:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,54,0.5,1018,1019,70,21.2,21.2,15.5,0.0,10.0,1.6,2.4,330,0,2022-10-11 03:00:00,2022-10-10T20:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,37,0.25,1017,1018,66,21.0,20.9,14.4,0.0,10.0,1.6,2.4,336,0,2022-10-11 04:00:00,2022-10-10T21:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,22,0.0,1017,1018,67,20.8,20.7,14.5,0.0,10.0,0.33,2.8,332,0,2022-10-11 05:00:00,2022-10-10T22:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,9,0.0,1018,1018,69,20.7,20.6,14.8,1.9,10.0,0.66,2.8,340,21,2022-10-11 06:00:00,2022-10-10T23:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,5,0.0,1018,1019,71,20.5,20.5,15.1,2.2,10.0,1.0,4.4,360,204,2022-10-11 07:00:00,2022-10-11T00:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,0,0.5,1018,1019,55,22.6,22.3,13.1,3.3,12.0,1.66,5.2,255,435,2022-10-11 08:00:00,2022-10-11T01:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,0,0.25,1018,1019,43,24.6,24.3,11.2,5.2,14.0,2.33,7.2,155,644,2022-10-11 09:00:00,2022-10-11T02:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,0,0.0,1018,1019,34,26.7,26.4,9.5,7.4,16.0,3.0,7.6,50,827,2022-10-11 10:00:00,2022-10-11T03:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,0,0.0,1017,1018,32,27.2,26.6,9.0,9.0,16.0,3.0,6.8,50,921,2022-10-11 11:00:00,2022-10-11T04:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,0,0.0,1016,1017,31,27.6,26.9,9.0,9.3,16.0,3.0,6.4,50,939,2022-10-11 12:00:00,2022-10-11T05:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,0,0.0,1015,1016,30,28.1,27.2,8.9,8.2,16.0,3.0,6.0,50,878,2022-10-11 13:00:00,2022-10-11T06:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,0,0.0,1014,1015,29,28.5,27.4,8.7,6.2,16.0,2.66,5.6,140,745,2022-10-11 14:00:00,2022-10-11T07:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,0,0.0,1014,1014,29,28.8,27.7,9.0,4.1,16.0,2.33,4.8,230,552,2022-10-11 15:00:00,2022-10-11T08:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,0,0.0,1013,1014,28,29.2,27.9,8.8,2.6,16.0,2.0,4.0,320,321,2022-10-11 16:00:00,2022-10-11T09:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,0,0.5,1013,1014,37,27.5,27.1,11.5,2.1,16.0,1.33,1.6,300,84,2022-10-11 17:00:00,2022-10-11T10:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,0,0.5,1014,1014,49,25.8,25.7,14.3,0.0,16.0,0.66,2.4,280,0,2022-10-11 18:00:00,2022-10-11T11:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,0,0.5,1014,1015,64,24.1,24.2,16.9,0.0,16.0,2.0,2.4,260,0,2022-10-11 19:00:00,2022-10-11T12:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,1,0.0,1015,1015,69,23.3,23.5,17.3,0.0,14.0,0.33,3.2,240,0,2022-10-11 20:00:00,2022-10-11T13:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,4,0.0,1015,1016,75,22.5,22.8,17.8,0.0,12.0,0.66,3.2,220,0,2022-10-11 21:00:00,2022-10-11T14:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,2,0.0,1016,1017,81,21.7,22.0,18.3,0.0,10.0,1.0,2.8,200,0,2022-10-11 22:00:00,2022-10-11T15:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,4,0.0,1016,1017,79,22.0,22.3,18.2,0.0,10.0,1.33,2.4,180,0,2022-10-11 23:00:00,2022-10-11T16:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,6,0.0,1016,1017,76,22.2,22.5,17.8,0.0,10.0,1.66,2.4,160,0,2022-10-12 00:00:00,2022-10-11T17:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,87,0.0,1016,1017,74,22.5,22.7,17.6,0.0,10.0,2.0,2.4,140,0,2022-10-12 01:00:00,2022-10-11T18:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,83,0.0,1015,1016,77,22.1,22.3,17.8,0.0,10.0,1.33,2.0,2,0,2022-10-12 02:00:00,2022-10-11T19:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,79,0.0,1015,1016,80,21.6,21.9,18.0,0.0,10.0,0.66,2.0,356,0,2022-10-12 03:00:00,2022-10-11T20:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,75,0.0,1015,1016,84,21.2,21.6,18.4,0.0,10.0,1.6,2.0,348,0,2022-10-12 04:00:00,2022-10-11T21:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,66,0.0,1015,1016,87,21.1,21.6,18.9,0.0,10.0,1.6,2.0,350,0,2022-10-12 05:00:00,2022-10-11T22:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,58,0.0,1015,1016,90,21.1,21.6,19.4,1.9,10.0,1.6,2.4,354,20,2022-10-12 06:00:00,2022-10-11T23:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,50,0.0,1016,1016,94,21.0,21.6,20.0,2.2,10.0,1.6,3.2,356,181,2022-10-12 07:00:00,2022-10-12T00:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,41,0.0,1016,1017,70,23.2,23.4,17.4,3.3,12.0,0.33,4.0,358,408,2022-10-12 08:00:00,2022-10-12T01:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,33,0.0,1016,1017,52,25.3,25.3,14.8,5.2,14.0,0.66,4.8,6,622,2022-10-12 09:00:00,2022-10-12T02:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,25,0.0,1017,1018,39,27.5,27.2,12.3,7.4,16.0,1.0,5.6,320,789,2022-10-12 10:00:00,2022-10-12T03:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,0,0.0,1016,1016,33,28.1,27.3,10.3,8.9,16.0,0.66,6.0,26,918,2022-10-12 11:00:00,2022-10-12T04:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,0,0.0,1014,1015,28,28.6,27.5,8.3,9.3,16.0,0.33,5.6,34,935,2022-10-12 12:00:00,2022-10-12T05:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,0,0.0,1013,1014,24,29.2,27.7,6.6,8.2,16.0,1.6,5.2,36,874,2022-10-12 13:00:00,2022-10-12T06:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,0,0.0,1013,1014,24,29.4,27.9,6.7,6.2,16.0,1.6,4.8,42,741,2022-10-12 14:00:00,2022-10-12T07:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,0,0.0,1012,1013,25,29.5,28.0,7.4,4.1,16.0,1.6,4.0,48,548,2022-10-12 15:00:00,2022-10-12T08:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,0,0.5,1012,1013,25,29.7,28.2,7.6,2.6,16.0,1.6,3.2,52,317,2022-10-12 16:00:00,2022-10-12T09:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,0,0.5,1012,1013,31,28.1,27.2,9.4,2.1,16.0,0.33,2.0,72,84,2022-10-12 17:00:00,2022-10-12T10:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,0,0.5,1013,1014,38,26.6,26.3,11.1,0.0,16.0,0.66,2.0,98,0,2022-10-12 18:00:00,2022-10-12T11:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,2,0.5,1013,1014,47,25.0,24.8,12.9,0.0,16.0,1.0,2.4,140,0,2022-10-12 19:00:00,2022-10-12T12:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,3,0.0,1014,1015,52,24.5,24.4,14.0,0.0,16.0,1.33,2.8,145,0,2022-10-12 20:00:00,2022-10-12T13:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,14,0.0,1014,1015,58,24.0,24.0,15.2,0.0,16.0,1.66,3.2,155,0,2022-10-12 21:00:00,2022-10-12T14:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,13,0.0,1015,1016,64,23.5,23.6,16.3,0.0,16.0,2.0,2.8,160,0,2022-10-12 22:00:00,2022-10-12T15:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,18,0.0,1015,1016,67,23.2,23.3,16.7,0.0,14.0,1.33,2.4,195,0,2022-10-12 23:00:00,2022-10-12T16:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,18,0.0,1014,1015,69,22.8,23.0,16.8,0.0,12.0,0.66,2.0,225,0,2022-10-13 00:00:00,2022-10-12T17:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,87,0.0,1014,1015,71,22.5,22.7,17.0,0.0,10.0,0.4,2.0,260,0,2022-10-13 01:00:00,2022-10-12T18:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,87,0.0,1014,1015,74,22.3,22.6,17.5,0.0,10.0,0.33,1.2,295,0,2022-10-13 02:00:00,2022-10-12T19:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,87,0.0,1014,1015,76,22.2,22.4,17.7,0.0,10.0,0.66,1.6,325,0,2022-10-13 03:00:00,2022-10-12T20:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,87,0.0,1014,1014,78,22.0,22.3,18.0,0.0,10.0,1.0,1.6,360,0,2022-10-13 04:00:00,2022-10-12T21:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,87,0.0,1014,1015,79,22.2,22.5,18.3,0.0,10.0,1.33,2.0,330,0,2022-10-13 05:00:00,2022-10-12T22:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,87,0.0,1015,1015,81,22.3,22.7,18.9,1.5,10.0,1.66,2.0,300,15,2022-10-13 06:00:00,2022-10-12T23:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,87,0.0,1015,1016,82,22.5,22.9,19.3,1.7,10.0,2.0,3.6,270,81,2022-10-13 07:00:00,2022-10-13T00:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,91,0.0,1015,1016,73,23.7,24.0,18.5,2.6,10.0,2.0,4.0,285,132,2022-10-13 08:00:00,2022-10-13T01:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,95,0.0,1016,1017,65,24.8,25.1,17.8,4.3,10.0,2.0,5.2,305,129,2022-10-13 09:00:00,2022-10-13T02:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,100,0.0,1016,1017,58,26.0,26.2,17.1,5.7,10.0,2.0,6.0,320,159,2022-10-13 10:00:00,2022-10-13T03:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,79,0.0,1015,1016,48,27.1,27.4,15.1,6.4,10.0,2.0,6.4,335,508,2022-10-13 11:00:00,2022-10-13T04:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,58,0.0,1014,1015,40,28.1,27.8,13.3,7.3,10.0,2.0,6.8,345,767,2022-10-13 12:00:00,2022-10-13T05:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,37,0.0,1013,1014,34,29.2,28.3,11.7,7.1,10.0,2.0,6.4,360,816,2022-10-13 13:00:00,2022-10-13T06:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,28,0.0,1012,1013,31,29.5,28.3,10.6,4.9,12.0,2.0,5.6,345,706,2022-10-13 14:00:00,2022-10-13T07:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,47,0.0,1012,1013,28,29.7,28.4,9.3,2.7,14.0,2.0,5.2,335,506,2022-10-13 15:00:00,2022-10-13T08:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,56,0.25,1011,1012,26,30.0,28.5,8.4,1.6,16.0,2.0,3.6,320,274,2022-10-13 16:00:00,2022-10-13T09:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,1,0.5,1011,1012,33,28.1,27.3,10.3,2.0,16.0,2.0,2.0,320,81,2022-10-13 17:00:00,2022-10-13T10:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,0,0.25,1011,1012,42,26.1,25.9,12.2,0.0,16.0,2.0,2.8,320,0,2022-10-13 18:00:00,2022-10-13T11:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,0,0.0,1011,1012,54,24.2,24.1,14.3,0.0,16.0,2.0,2.8,320,0,2022-10-13 19:00:00,2022-10-13T12:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,0,0.0,1012,1013,63,23.3,23.4,15.9,0.0,16.0,1.33,3.2,310,0,2022-10-13 20:00:00,2022-10-13T13:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,1,0.0,1012,1013,73,22.5,22.7,17.4,0.0,16.0,0.66,3.2,305,0,2022-10-13 21:00:00,2022-10-13T14:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,0,0.0,1013,1014,84,21.6,22.0,18.8,0.0,16.0,2.0,3.2,295,0,2022-10-13 22:00:00,2022-10-13T15:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,0,0.0,1012,1013,86,21.3,21.7,18.9,0.0,14.0,0.33,3.2,285,0,2022-10-13 23:00:00,2022-10-13T16:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,7,0.0,1012,1013,87,21.0,21.4,18.8,0.0,12.0,0.66,3.2,280,0,2022-10-14 00:00:00,2022-10-13T17:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,62,0.0,1012,1013,89,20.7,21.1,18.8,0.0,10.0,1.0,3.2,270,0,2022-10-14 01:00:00,2022-10-13T18:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,92,0.0,1012,1013,89,20.5,20.9,18.6,0.0,10.0,1.33,2.8,295,0,2022-10-14 02:00:00,2022-10-13T19:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,81,0.0,1012,1013,90,20.2,20.7,18.5,0.0,10.0,1.66,3.2,315,0,2022-10-14 03:00:00,2022-10-13T20:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,95,0.0,1012,1013,91,20.0,20.4,18.5,0.0,10.0,2.0,3.6,340,0,2022-10-14 04:00:00,2022-10-13T21:00:00
Hoàn Kiếm,VN,21.0285,105.8542,Asia/Ho_Chi_Minh,100,0.0,1012,1013,79,21.3,21.6,17.5,0.0,10.0,2.5,4.0,335,0,2022-10-14 05:00:00,2022-10-13T22:00:00
